X,Y,neighborhood_id,neighborhood_name,device_serial,device_connectedto,device_address,device_lat,device_long,device_tags,etl_updatedtimestamp,is_current,org1,org2,inside_outside,landmark,ObjectId
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AC-KTSG-GXHF,BCYF-CURLEY-AP2,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,"['BCYF', 'Inside', 'UXI', 'employee']",2024/08/20 04:31:51+00,1,BCYF,,Inside,UXI employee,175
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AC-7WRL-ZNXJ,BCYF-CURLEY-AP4,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,"['BCYF', 'Inside', 'UXI', 'employee']",2024/08/20 04:31:51+00,1,BCYF,,Inside,UXI employee,176
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AK-BEXN-TQN3,BCYF-CURLEY-AP12_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,[],2024/08/20 04:31:51+00,1,,,,,177
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AK-FBJE-35KU,BCYF-CURLEY-AP11_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,[],2024/08/20 04:31:51+00,1,,,,,178
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AC-QE7Y-PC5R,BCYF-CURLEY-AP5,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,"['BCYF', 'Inside', 'UXI', 'employee']",2024/08/20 04:31:51+00,1,BCYF,,Inside,UXI employee,179
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AC-DSVP-2T8U,BCYF-CURLEY-AP6,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,"['BCYF', 'Inside', 'UXI', 'employee']",2024/08/20 04:31:51+00,1,BCYF,,Inside,UXI employee,180
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AK-BF9F-PSRG,BCYF-CURLEY-AP9_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,[],2024/08/20 04:31:51+00,1,,,,,181
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AK-FCMY-RRA3,BCYF-CURLEY-AP10_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,[],2024/08/20 04:31:51+00,1,,,,,182
-7914281.44179975,5208060.59826855,N_601230550253966985,NOC-TEST,Q3AK-FN7B-Y89N,Egleston Square-MR76-AP1,"42.313527087006534, -71.09519981992194",42.3135270870065,-71.0951998199219,['recently-added'],2024/08/20 04:31:52+00,1,,,,,183
-7915251.04336748,5202386.8603882,N_601230550253967501,Mattahunt BCYF,Q3AC-HQX7-ELUG,BCYF-Mattahunt-AP1,"100 Hebron St, Mattapan, MA 02126",42.2758263440001,-71.103909899,"['BCYF', 'recently-added']",2024/08/20 04:31:52+00,1,BCYF,,,,184
-7915251.04336748,5202386.8603882,N_601230550253967501,Mattahunt BCYF,Q3AC-EY52-2VC8,BCYF-Mattahunt-AP4,"100 Hebron St, Mattapan, MA 02126",42.2758263440001,-71.103909899,"['BCYF', 'recently-added']",2024/08/20 04:31:52+00,1,BCYF,,,,185
-7915251.04336748,5202386.8603882,N_601230550253967501,Mattahunt BCYF,Q3AC-GY58-QT3B,BCYF-Mattahunt-AP2,"100 Hebron St, Mattapan, MA 02126",42.2758263440001,-71.103909899,"['BCYF', 'recently-added']",2024/08/20 04:31:52+00,1,BCYF,,,,186
-7915251.04336748,5202386.8603882,N_601230550253967501,Mattahunt BCYF,Q3AC-PJCY-LDTD,BCYF-Mattahunt-AP5,"100 Hebron St, Mattapan, MA 02126",42.2758263440001,-71.103909899,"['BCYF', 'recently-added']",2024/08/20 04:31:52+00,1,BCYF,,,,187
-7911206.97435939,5208247.60718336,N_568579452955534204,Dorchester,Q2CK-CRWS-U8UK,DOT-BPL-AP1,"500 Columbia Rd., Dorchester, MA",42.314769336,-71.067581409,"['BPL', 'Outside', 'Uphams-Corner-Branch']",2024/08/20 04:31:39+00,1,BPL,,Outside,Uphams Corner Branch,188
-7910482.11727245,5218089.13727518,N_568579452955538062,Charlestown,Q2CK-V3LS-5V65,CHL-BCYF-AP2,"240 Medford St, Charlestown, MA 02129",42.3801093230001,-71.0610699069999,"['BCYF', 'BCYF-Grant', 'Charlestown-Athletic-Building', 'Outside']",2024/08/20 04:31:40+00,1,BCYF,,Outside,Charlestown Athletic Building,189
-7917084.04134615,5199005.76863077,N_568579452955538316,Hyde Park,Q2AK-MNV6-RH2P,HP-MAPLE-AP1,"Maple St., Hyde Park, MA - between Oak and River St.",42.253349,-71.120376,"['Hyde-Park', 'Outside']",2024/08/20 04:31:41+00,1,,,Outside,Hyde Park,190
-7914566.26151987,5208794.99403748,N_579275502070532581,Roxbury,Q2CK-BX25-DLJ2,BFD-E42-AP2,"1870 Columbus Ave., Roxbury, MA",42.3184053360001,-71.097758399,"['BFD', 'Engine-42', 'Outside', 'recently-added']",2024/08/20 04:31:43+00,1,BFD,,Outside,Engine 42,191
-7912165.76879964,5207724.63839437,N_579275502070532581,Roxbury,Q2CK-5W3E-RVCM,ROX-MLKSCHOOL-AP3,"77 Lawrence Ave., Roxbury, MA",42.3112953360001,-71.076194406,"['BPS', 'MLK', 'Outside']",2024/08/20 04:31:43+00,1,BPS,,Outside,MLK,192
-7912165.76879964,5207724.63839437,N_579275502070532581,Roxbury,Q2CK-6FWU-5RHA,ROX-MLKSCHOOL-AP1,"77 Lawrence Ave., Roxbury, MA",42.3112953360001,-71.076194406,"['BPS', 'MLK', 'Outside']",2024/08/20 04:31:43+00,1,BPS,,Outside,MLK,193
-7915251.04336748,5202386.8603882,N_601230550253967501,Mattahunt BCYF,Q3AC-SCN9-EVWL,BCYF-Mattahunt-AP3,"100 Hebron St, Mattapan, MA 02126",42.2758263440001,-71.103909899,"['BCYF', 'recently-added']",2024/08/20 04:31:52+00,1,BCYF,,,,194
-7914074.34113533,5201307.75105641,N_601230550253967543,Mattapan-Bus-stop,Q3AK-FN8J-HB93,Mattapan-Sq-AP-MR76,1624 Blue Hill Ave @ Mattapan Sq,42.2686533450001,-71.093339403,['Outside'],2024/08/20 04:31:53+00,1,,,Outside,,195
-7914162.50617203,5201296.91996516,N_601230550253967543,Mattapan-Bus-stop,Q3AK-DUG6-BDAZ,Fairway-st-AP-MR76,"1621 Blue Hill Ave, Mattapan, MA 02126",42.268581345,-71.0941314029999,['Outside'],2024/08/20 04:31:53+00,1,,,Outside,,196
-7910385.43651733,5215028.49123964,N_601230550253967564,2 Center Plaza,Q3KD-G9Q8-CHW3,2-Center-Plaza-AP4,"2 Center PlzBoston, MA 02108",42.359796327,-71.0602014089999,[],2024/08/20 04:31:53+00,1,,,,,197
-7910385.43651733,5215028.49123964,N_601230550253967564,2 Center Plaza,Q3KD-422C-5QAB,2-Center-Plaza-AP1,"2 Center PlzBoston, MA 02108",42.359796327,-71.0602014089999,[],2024/08/20 04:31:53+00,1,,,,,198
-7910385.43651733,5215028.49123964,N_601230550253967564,2 Center Plaza,Q3KD-8M2K-K8VZ,2-Center-Plaza-AP3,"2 Center PlzBoston, MA 02108",42.359796327,-71.0602014089999,[],2024/08/20 04:31:53+00,1,,,,,199
-7910385.43651733,5215028.49123964,N_601230550253967564,2 Center Plaza,Q3KD-FFKN-QBSN,2-Center-Plaza-AP5,"2 Center PlzBoston, MA 02108",42.359796327,-71.0602014089999,[],2024/08/20 04:31:53+00,1,,,,,200
-7910385.43651733,5215028.49123964,N_601230550253967564,2 Center Plaza,Q3KD-JRBT-MDCS,2-Center-Plaza-AP6,"2 Center PlzBoston, MA 02108",42.359796327,-71.0602014089999,[],2024/08/20 04:31:53+00,1,,,,,201
-7914619.86174336,5210876.43634881,L_601230550253962684,YEE Tremont,Q2FD-SWSB-V67K,BCYF_Tremont_YEE_3rd floor-AP1,"1483 Tremont St, Boston, MA",42.332229333,-71.098239898,"['DYEE', 'Inside']",2024/08/20 04:31:32+00,1,DYEE,,Inside,,202
-7910804.85788877,5214387.16720099,N_568579452955527921,Parks,Q3AK-DGSZ-GM7H,PARKS-COMMON-AP7,Boston Common,42.3555391341579,-71.0639691352844,[],2024/08/20 04:31:39+00,1,,,,,203
-7911261.09140135,5214273.70598713,N_568579452955527921,Parks,Q3AK-EK6U-T4FW,PARKS-COMMON-AP2,Boston Common,42.3547859337559,-71.0680675506592,[],2024/08/20 04:31:39+00,1,,,,,204
-7911344.73222925,5207975.28045542,N_568579452955534204,Dorchester,Q2CK-FQLH-FDJH,DOT-BPL-AP5,"63 Glendale St, Dorchester, MA",42.3129603360001,-71.068818909,"['BPL', 'Outside', 'Uphams-Corner-Branch']",2024/08/20 04:31:39+00,1,BPL,,Outside,Uphams Corner Branch,205
-7910482.11727245,5218089.13727518,N_568579452955538062,Charlestown,Q2CK-CWUY-RBGW,CHL-HIGHSCHOOL-AP1,"240 Medford St., Charlestown, MA",42.3801093230001,-71.0610699069999,"['BPS', 'Charlestown-High-School', 'Outside']",2024/08/20 04:31:40+00,1,BPS,,Outside,Charlestown High School,206
-7917511.77468966,5199474.76542107,N_568579452955538316,Hyde Park,Q2CK-NERF-4JX7,HP-BPDE18-AP2,"1249 Hyde Park Ave., Hyde Park, MA",42.2564673480001,-71.124218394,['recently-added'],2024/08/20 04:31:41+00,1,,,,,207
-7911905.78235153,5206868.44108136,N_568579452955534204,Dorchester,Q2CK-GMBW-WDLD,DOT-HOLLAND-AP1,"85 Olney St., Dorchester, MA",42.305607337,-71.073858908,"['BCYF', 'Holland-Comm-Center', 'Outside']",2024/08/20 04:31:39+00,1,BCYF,,Outside,Holland Comm Center,208
-7907045.68603882,5210858.81775077,N_568579452955537848,South Boston,Q2CK-NLQZ-E2SP,SB-PERRY-AP3,"745 E 7th St, South Boston, MA 02127",42.3321123310001,-71.03019992,"['BPS', 'Outside', 'Perry-School']",2024/08/20 04:31:40+00,1,BPS,,Outside,Perry School,209
-7917162.6212181,5199449.04657084,N_568579452955538316,Hyde Park,Q3AK-EQZ5-MHCW,HP-BCYF-AP1,"1179 River Street, Hyde Park, MA02136",42.256296348,-71.121081895,[],2024/08/20 04:31:41+00,1,,,,,210
-7919012.58295134,5213861.17758119,N_568579452955538703,Alston Brighton,Q2AK-PKLP-V45Q,AB-JACKSON-AP1,"40 Armington St., Allston, MA",42.3520473310001,-71.137700384,"['BPS', 'Jackson-Mann-School', 'Outside']",2024/08/20 04:31:41+00,1,BPS,,Outside,Jackson Mann School,211
-7919879.70579091,5213413.81305402,N_568579452955538703,Alston Brighton,Q2CK-SVB3-JPWM,AB-BRIGHTON-HIGH-AP2,"25 Warren St, Brighton, MA 02135",42.349077331,-71.1454898809999,"['BCYF-Grant', 'BPS', 'Brighton-High-School', 'Outside']",2024/08/20 04:31:41+00,1,BPS,,Outside,Brighton High School,212
-7919879.70579091,5213413.81305402,N_568579452955538703,Alston Brighton,Q2CK-SRAD-M7DC,AB-BRIGHTON-HIGH-AP1,"25 Warren St, Brighton, MA 02135",42.349077331,-71.1454898809999,"['BCYF-Grant', 'BPS', 'Brighton-High-School', 'Outside']",2024/08/20 04:31:41+00,1,BPS,,Outside,Brighton High School,213
-7913090.49947569,5208454.90590988,N_579275502070532581,Roxbury,Q2CK-FSAF-7UZR,ROX-BLA-AP1,"205 Townsend St., Roxbury, MA - west side of roof",42.316146336,-71.0845014029999,"['BPS', 'Boston-Latin-Academy', 'Outside']",2024/08/20 04:31:43+00,1,BPS,,Outside,Boston Latin Academy,214
-7911012.07389514,5214441.50915079,N_568579452955527921,Parks,Q3AK-DRLB-LEZF,PARKS-COMMON-AP5,Boston Common,42.3558998743113,-71.0658305883408,[],2024/08/20 04:31:39+00,1,,,,,215
-7909161.14553683,5205152.21518601,N_568579452955534204,Dorchester,Q2CK-S8TK-5BFB,DOT-MURPHY-AP1,"1 Worrell St, Dorchester, MA 02122",42.294204339,-71.049203416,"['BPS', 'Murphy-School', 'Outside']",2024/08/20 04:31:39+00,1,BPS,,Outside,Murphy School,216
-7911607.22358854,5205989.29364355,N_568579452955534204,Dorchester,Q2CK-649C-9H26,DOT-MARSHALL-AP1,"35 Westville St., Dorchester, MA",42.299766338,-71.071176909,"['BPS', 'Marshall-School', 'Outside', 'UP-Academy']",2024/08/20 04:31:39+00,1,BPS,,Outside,Marshall School UP Academy,217
-7909161.14553683,5205152.21518601,N_568579452955534204,Dorchester,Q2CK-FZJ6-67HG,DOT-MURPHY-AP2,"1 worrell st Dorchester, ma",42.294204339,-71.049203416,"['BCYF-Grant', 'BPS', 'Murphy-School', 'Outside']",2024/08/20 04:31:39+00,1,BPS,,Outside,Murphy School,218
-7910560.26411159,5206143.71427976,N_568579452955534204,Dorchester,Q2CK-L5SX-NBNQ,DOT-CLEVELAND-AP1,"11 Charles St, Dorchester",42.3007923380001,-71.061771912,['recently-added'],2024/08/20 04:31:39+00,1,,,,,219
-7910476.10657655,5207287.04694744,N_568579452955534204,Dorchester,Q2CK-NJQU-RB55,DOT-MATHER-AP3,"24 Parrish St, Dorchester",42.3083883370001,-71.061015912,['recently-added'],2024/08/20 04:31:39+00,1,,,,,220
-7912102.65075967,5205535.52841454,N_568579452955534204,Dorchester,Q2CK-H64X-BT93,DOT-HOLMES-AP1,"40 School St., Dorchester, MA",42.296751339,-71.075627407,"['BPS', 'Holmes-Elementary-School', 'Outside']",2024/08/20 04:31:39+00,1,BPS,,Outside,Holmes Elementary School,221
-7912662.19806883,5205505.7296573,N_568579452955534204,Dorchester,Q2CK-HALC-MWBH,DOT-GREENWOOD-AP1,"189 Glenway St., Dorchester, MA",42.2965533390001,-71.080653906,"['BPS', 'Greenwood-School', 'Outside']",2024/08/20 04:31:39+00,1,BPS,,Outside,Greenwood School,222
-7908680.74616299,5210971.30436346,N_568579452955537848,South Boston,Q2CK-D4R6-5UWB,SB-HIGHSCHOOL-AP3,"95 G St., South Boston, MA",42.3328593310001,-71.0448879149999,"['Outside', 'South-Boston-High-School']",2024/08/20 04:31:40+00,1,,,Outside,South Boston High School,223
-7910482.11727245,5218089.13727518,N_568579452955538062,Charlestown,Q2CK-SNTB-WJWA,CHL-HIGHSCHOOL-AP2,"240 Medford St, Charlestown, MA 02129",42.3801093230001,-71.0610699069999,"['BCYF-Grant', 'BPS', 'Charlestown-High-School', 'Outside']",2024/08/20 04:31:40+00,1,BPS,,Outside,Charlestown High School,224
-7917028.87084991,5199271.72391499,N_568579452955538316,Hyde Park,Q2AK-YCNF-9V29,HP-BFD48-AP1,"60 Fairmont Ave., Hyde Park, MA",42.255117349,-71.1198803949999,"['BFD', 'Engine-48', 'Outside']",2024/08/20 04:31:41+00,1,BFD,,Outside,Engine 48,225
-7922403.42918745,5213745.94545364,N_568579452955538703,Alston Brighton,Q2AK-HEMW-CKJN,AB-OAKSQUARE-AP1,"425 Faneuil St., Brighton, MA",42.351282332,-71.168160874,"['BFD', 'Engine-51', 'Outside']",2024/08/20 04:31:41+00,1,BFD,,Outside,Engine 51,226
-7911133.29824469,5214283.26061567,N_568579452955527921,Parks,Q3AK-CR6K-YPBC,PARKS-COMMON-AP4,Boston Common,42.3548493615062,-71.0669195652008,[],2024/08/20 04:31:39+00,1,,,,,227
-7916761.3698909,5208412.90399126,N_568579452955527921,Parks,Q2CK-7ANU-RF72,PARKS-JAMAICAPOND-AP1,"507 Jamaicaway, Jamaica Plain, MA - boat house",42.315867337,-71.1174773929999,"['Jamaica-Pond', 'Outside']",2024/08/20 04:31:39+00,1,,,Outside,Jamaica Pond,228
-7910954.14895964,5213995.42743103,N_568579452955527921,Parks,Q3AK-CR92-A992,PARKS-COMMON-AP1,Boston Common,42.3529385724438,-71.0653102397919,[],2024/08/20 04:31:39+00,1,,,,,229
-7916761.3698909,5208412.90399126,N_568579452955527921,Parks,Q2CD-6YGF-H7PW,PARKS-JAMAICAPOND-AP3,"507 Jamaicaway, Jamaica Plain, MA - inside boat house",42.315867337,-71.1174773929999,"['Jamaica-Pond', 'Outside']",2024/08/20 04:31:39+00,1,,,Outside,Jamaica Pond,230
-7910786.94296027,5214273.70598713,N_568579452955527921,Parks,Q3AK-DGWD-NEFT,PARKS-COMMON-AP10,Boston Common,42.3547859337559,-71.0638082027435,[],2024/08/20 04:31:39+00,1,,,,,231
-7910746.33578899,5214357.30898682,N_568579452955527921,Parks,Q3AK-CVAW-H5UM,PARKS-COMMON-AP9,Boston Common,42.355340924401,-71.0634434223175,[],2024/08/20 04:31:39+00,1,,,,,232
-7911206.97435939,5208247.60718336,N_568579452955534204,Dorchester,Q2CK-CVPA-TEUV,DOT-BPL-AP2,"500 Columbia Rd., Dorchester, MA",42.314769336,-71.067581409,"['BPL', 'Outside', 'Uphams-Corner-Branch']",2024/08/20 04:31:39+00,1,BPL,,Outside,Uphams Corner Branch,233
-7910507.76865774,5207244.56918254,N_568579452955534204,Dorchester,Q2CK-F72Z-RK25,DOT-MATHER-AP1,"1 Parish St., Dorchester, MA",42.3081061423888,-71.0613003373146,"['BPS', 'Mather-School', 'Outside']",2024/08/20 04:31:39+00,1,BPS,,Outside,Mather School,234
-7911206.97435939,5208247.60718336,N_568579452955534204,Dorchester,Q2CK-CXHG-U3Q7,DOT-BPL-AP3,"500 Columbia Rd., Dorchester, MA",42.314769336,-71.067581409,"['BPL', 'Outside', 'Uphams-Corner-Branch']",2024/08/20 04:31:39+00,1,BPL,,Outside,Uphams Corner Branch,235
-7911206.97435939,5208247.60718336,N_568579452955534204,Dorchester,Q2CK-J2D4-6Y8J,DOT-BPL-AP6,"500 Columbia road, Dorchester, ma",42.314769336,-71.067581409,"['BPL', 'Outside', 'Uphams-Corner-Branch']",2024/08/20 04:31:39+00,1,BPL,,Outside,Uphams Corner Branch,236
-7911206.97435939,5208247.60718336,N_568579452955534204,Dorchester,Q2CK-U4G7-7P78,DOT-BPL-AP4,"500 Columbia Rd., Dorchester, MA",42.314769336,-71.067581409,"['BPL', 'Outside', 'Uphams-Corner-Branch', 'recently-added']",2024/08/20 04:31:39+00,1,BPL,,Outside,Uphams Corner Branch,237
-7907045.68603882,5210858.81775077,N_568579452955537848,South Boston,Q2CK-LL7D-DRFS,SB-PERRY-AP2,"745 East 7th St., South Boston, MA",42.3321123310001,-71.03019992,"['BPS', 'Outside', 'Perry-School']",2024/08/20 04:31:40+00,1,BPS,,Outside,Perry School,238
-7912222.87558709,5210059.25306829,N_579275502070532581,Roxbury,Q2CK-ZXL4-AYZP,ROX-VINE-AP1,"339 Dudley St, Roxbury",42.326802334,-71.076707405,['recently-added'],2024/08/20 04:31:43+00,1,,,,,239
-7914619.86174336,5210876.43634881,L_601230550253962684,YEE Tremont,Q3AC-XY74-7QFU,BCYF_Tremont_YEE_2nd floor-BACK-AP4,"1483 Tremont St, Boston, MA",42.332229333,-71.098239898,"['DYEE', 'Inside']",2024/08/20 04:31:32+00,1,DYEE,,Inside,,240
-7916761.3698909,5208412.90399126,N_568579452955527921,Parks,Q2CK-7CSR-NUQK,PARKS-JAMAICAPOND-AP2,"507 Jamaicaway, Jamaica Plain, MA - bandstand",42.315867337,-71.1174773929999,"['Jamaica-Pond', 'Outside']",2024/08/20 04:31:39+00,1,,,Outside,Jamaica Pond,241
-7911215.70691581,5214475.54751494,N_568579452955527921,Parks,Q3AK-CRWB-RXVL,PARKS-COMMON-AP3,Boston Common,42.3561258313746,-71.0676598548889,[],2024/08/20 04:31:39+00,1,,,,,242
-7910801.27490307,5214372.83525819,N_568579452955527921,Parks,Q3AK-CQWK-ZYPY,PARKS-COMMON-AP8,Boston Common,42.3554439935526,-71.0639369487763,[],2024/08/20 04:31:39+00,1,,,,,243
-7917162.6212181,5199449.04657084,N_568579452955538316,Hyde Park,Q3AK-D639-ZQ76,HP-BCYF-AP2,"1179 River Street, Hyde Park, MA02136",42.256296348,-71.121081895,[],2024/08/20 04:31:41+00,1,,,,,244
-7914608.84111377,5210873.72583946,N_579275502070532581,Roxbury,Q2CK-SARQ-LX6F,ROX-Tobin-BCYF-AP1,"1481 Tremont St, Roxbury Crossing, MA 02120",42.332211333,-71.0981408979999,"['BCYF', 'BCYF-Grant', 'Outdoor', 'Tobin-Comm-Center']",2024/08/20 04:31:43+00,1,BCYF,,Outside,Tobin Comm Center,245
-7910723.06864423,5208782.79928088,N_568579452955534204,Dorchester,Q2CK-ZRF5-JNQU,DOT-BFD21-AP1,"641 Columbia Rd., Dorchester, MA",42.3183243350001,-71.06323441,"['BFD', 'Engine-21', 'Outside']",2024/08/20 04:31:39+00,1,BFD,,Outside,Engine 21,246
-7912724.81517108,5207217.95538464,N_579275502070532581,Roxbury,Q2CK-5HAA-H694,ROX-GROVEHALL-AP2,"41 Geneva Ave., Roxbury, MA",42.3079293370001,-71.081216405,"['BPL', 'Grove-Hall', 'Outside']",2024/08/20 04:31:43+00,1,BPL,,Outside,Grove Hall,247
-7913532.85362677,5208219.3978872,N_579275502070532581,Roxbury,Q2CK-BF8L-TU5P,ROX-TROTTER-AP2,"Humbolt & Waumbeck St., Roxbury, MA",42.3145819509434,-71.088475137949,"['BPS', 'Outside', 'Trotter-School']",2024/08/20 04:31:43+00,1,BPS,,Outside,Trotter School,248
-7912378.59105096,5208799.38903218,N_579275502070532581,Roxbury,Q2CK-7AFY-YUJ9,ROX-WINTHROP-AP5,"Woodbine and Blue Hill Ave., Roxbury, MA",42.3184345287643,-71.0781062208116,"['BPS', 'Outside', 'Winthrop-School']",2024/08/20 04:31:43+00,1,BPS,,Outside,Winthrop School,249
-7918837.75569105,5214128.25057343,N_568579452955538703,Alston Brighton,Q2CK-LVPP-KFQ4,AB-BFDE41-AP1,"460 Cambridge St

Boston, MA 02134",42.3538203300001,-71.136129884,['recently-added'],2024/08/20 04:31:41+00,1,,,,,250
-7914566.26151987,5208794.99403748,N_579275502070532581,Roxbury,Q2CK-CX6Z-DWFB,,"1870 Columbus Ave., Roxbury, MA",42.3184053360001,-71.097758399,"['BFD', 'Engine-42', 'Outside']",2024/08/20 04:31:43+00,1,BFD,,Outside,Engine 42,251
-7912222.87558709,5210059.25306829,N_579275502070532581,Roxbury,Q2CK-MP2Y-FAUQ,ROX-VINE-AP2,"339 Dudley St, Roxbury",42.326802334,-71.076707405,['recently-added'],2024/08/20 04:31:43+00,1,,,,,252
-7912222.87558709,5210059.25306829,N_579275502070532581,Roxbury,Q2CK-NJTU-PZA7,ROX-VINE-AP4,"339 Dudley St, Roxbury",42.326802334,-71.076707405,['recently-added'],2024/08/20 04:31:43+00,1,,,,,253
-7912078.10481195,5207385.94359047,N_579275502070532581,Roxbury,Q2CK-FC84-AQTJ,ROX-FREDERICK-AP2,"270 Columbia Rd., Dorchester, MA",42.309045337,-71.0754069069999,"['BPS', 'Frederick-Pilot-School', 'Outside']",2024/08/20 04:31:43+00,1,BPS,,Outside,Frederick Pilot School,254
-7914566.26151987,5208794.99403748,N_579275502070532581,Roxbury,Q2CK-2D9P-VKGR,ROX-BFDE42-AP1,"1870 Columbus Ave., Roxbury, MA",42.3184053360001,-71.097758399,"['BFD', 'Engine-42', 'Outside']",2024/08/20 04:31:43+00,1,BFD,,Outside,Engine 42,255
-7913304.96080709,5208572.98912321,N_579275502070532581,Roxbury,Q2CK-DFHP-VUSX,ROX-BLA-AP3,"Humbolt & Townsend St., Roxbury, MA",42.3169307006476,-71.0864279419184,"['BPS', 'Boston-Latin-Academy', 'Outside']",2024/08/20 04:31:43+00,1,BPS,,Outside,Boston Latin Academy,256
-7910170.53424036,5215103.06324401,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-GDTR-3C3W,DT-CITYHALL-AP2,"One City Hall Sq
Boston MA 02201",42.360291327,-71.058270909,[],2024/08/20 04:31:44+00,1,,,,,257
-7910170.53424036,5215103.06324401,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-MULH-9V9B,DT-CITYHALL-9th-Floor-Interior Ring,One City Hall Sq.  Boston MA 02201,42.360291327,-71.058270909,[],2024/08/20 04:31:44+00,1,,,,,258
-7910170.53424036,5215103.06324401,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-JLUF-293V,DT-City Hall Front right side up stairs,One City Hall Sq  Boston MA 02201,42.360291327,-71.058270909,[],2024/08/20 04:31:44+00,1,,,,,259
-7907904.29282603,5216552.5880783,N_601230550253961436,East Boston,Q2CK-NQEV-RYEW,EB-154MAVERICK-AP1,"154 Maverick St, East Boston MA",42.369912324,-71.037912916,"['E-Boston-Main-Street', 'June2016', 'Outside', 'Private-residence', 'recently-added']",2024/08/20 04:31:44+00,1,,,Outside,E Boston Main Street June2016 Private residence,260
-7912356.62595528,5210580.99539578,N_579275502070532581,Roxbury,Q2CK-ZWAD-LVEM,ROX-ORCHARD-AP1,"906 Albany St., Roxbury, MA",42.3302673330001,-71.077908905,"['BPS', 'Orchard-Garden-School', 'Outside']",2024/08/20 04:31:43+00,1,BPS,,Outside,Orchard Garden School,261
-7912724.81517108,5207217.95538464,N_579275502070532581,Roxbury,Q2CK-LP79-KBBG,ROX-GROVEHALL-AP1,"41 Geneva Ave, Roxbury",42.3079293370001,-71.081216405,['recently-added'],2024/08/20 04:31:43+00,1,,,,,262
-7907933.84803951,5216907.88446422,N_601230550253961436,East Boston,Q2CK-NPNU-ZQAD,EB-10GOVE-AP1,"10 Gove St, Boston, MA 02128, USA",42.3722703240001,-71.0381784149999,"['E-Boston-Main-Street', 'June2016', 'Outside', 'Private-residence']",2024/08/20 04:31:44+00,1,,,Outside,E Boston Main Street June2016 Private residence,263
-7910789.19219912,5214370.92732604,N_601230550253961607,Maintenance,Q2CK-L3KB-8LWG,PARKS-COMMONWEST-AP4,"139 Tremont St, Boston, MA 02111",42.3554313280001,-71.0638284079999,['recently-added'],2024/08/20 04:31:46+00,1,,,,,264
-7908003.97931871,5216719.38586558,N_601230550253961436,East Boston,Q2CK-L58U-SANP,EB-BPDA7-AP2,"69 Paris Street, East Boston",42.371019324,-71.0388084149999,['recently-added'],2024/08/20 04:31:44+00,1,,,,,265
-7914619.86174336,5210876.43634881,N_601230550253961587,BCYF Tremont,Q2QD-U3LC-V2UB,BCYF-1st floor AP2 ,"1483 Tremont St, Boston, MA",42.332229333,-71.098239898,"['BCYF', 'Inside', 'employee']",2024/08/20 04:31:45+00,1,BCYF,,Inside,employee,266
-7913720.67889044,5209400.67907213,N_601230550253962329,BCYF Indoor,Q3AK-WNHT-9SSX,BCYF-Shelburne-MR76-AP1,"2730 Washington St., Boston, MA 02119",42.322428335,-71.090162401,[],2024/08/20 04:31:47+00,1,,,,,267
-7913800.32787478,5210827.64729927,N_601230550253962329,BCYF Indoor,Q2JD-XRRZ-NCRG,BCYF-Madison-AP1,"75 Malcolm X Blvd. Roxbury, MA - Admin office",42.3319053330001,-71.0908779,"['BCYF', 'BCYF-Grant', 'Inside', 'Madison-Park', 'Roxbury']",2024/08/20 04:31:47+00,1,BCYF,,Inside,Madison Park Roxbury,268
-7912918.67784166,5210704.32054461,N_601230550253966449,OPAT,Q3AC-ZNTZ-AXMN,OPAT-AP2,2201 Washington St Roxbury MA 02118,42.331086333,-71.082957903,[],2024/08/20 04:31:49+00,1,,,,,269
-7914619.86174336,5210876.43634881,N_601230550253961587,BCYF Tremont,Q2FD-6DML-BCZE,BCYF-CC Lobby,"1483 Tremont St Boston, MA",42.332229333,-71.098239898,"['BCYF', 'Inside', 'employee']",2024/08/20 04:31:45+00,1,BCYF,,Inside,employee,270
